RepSeqName	U-ID	TrEMBL	T-KO	KEGG	K-KO	U-ID	SwissProt	S-KO
S_ruber_randomG_0083_103_4	A0A2T2UL91_9BACT	SusD/RagB family nutrient-binding outer membrane lipoprotein	No_Match	starch-binding outer membrane protein, SusD/RagB family	K21572	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_103_5	D5HBB5_SALRM	Uncharacterized protein	No_Match	transforming growth factor-beta-induced protein	K19519	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_103_7	No_Match	Hypothetical Gene	No_Match	(+)-O-methylkolavelool synthase [EC:2.1.1.347]	K22577	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_103_8	Q2S3E9_SALRD	Uncharacterized protein	No_Match	outer membrane protein assembly factor BamB	K17713	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_108_11	A0A2P6C5R6_9BACT	Uncharacterized protein	No_Match	maltose O-acetyltransferase [EC:2.3.1.79]	K00661	Y1064_METJA	Uncharacterized acetyltransferase MJ1064;	No_Match
S_ruber_randomG_0083_110_1	No_Match	Hypothetical Gene	No_Match	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	K05799	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_110_3	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_110_4	A0A2T2TMR3_9BACT	Chromosome partitioning protein ParA	No_Match	chromosome partitioning protein	K03496	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_110_7	No_Match	Hypothetical Gene	No_Match	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	K01953	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_110_8	A0A2T2TYI2_9BACT	Uncharacterized protein	No_Match	sulfotransferase 4A1 [EC:2.8.2.-]	K11823	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_110_12	A0A2M6YZB0_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_116_2	A0A0U2UUE9_9BACL	Family 1 glycosyl transferase	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_116_3	No_Match	Hypothetical Gene	No_Match	ABC-2 type transport system permease protein	K01992	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_116_4	A0A2T2UWJ3_9BACT	Glycosyltransferase family 1 protein	No_Match	galacturonosyltransferase [EC:2.4.1.-]	K13004	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_116_5	B8HTP0_CYAP4	Sulfotransferase	No_Match	[heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]	K08104	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_116_6	A0A2T2UWP4_9BACT	Uncharacterized protein	No_Match	L-malate glycosyltransferase [EC:2.4.1.-]	K00754	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_116_7	A0A355DKG1_9CYAN	Uncharacterized protein	No_Match	cobalt/nickel transport protein	K02009	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_116_8	A0A1F7X1P8_9BACT	Uncharacterized protein	No_Match	GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.293]	K17250	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_116_9	A0A1M6TIL2_9EURY	Glycosyl transferase family 2	No_Match	UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase [EC:2.4.1.-]	K12983	AGLI_HALVD	Glycosyltransferase AglI;	No_Match
S_ruber_randomG_0083_116_10	A0A271IXR7_9BACT	Uncharacterized protein	No_Match	endo-chitodextinase [EC:3.2.1.202]	K21606	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_126_5	D5H6Y5_SALRM	Uncharacterized protein	No_Match	* cell division initiation protein	K04074	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_131_10	A0A2T2UKB8_9BACT	Uncharacterized protein	No_Match	glycogen synthase [EC:2.4.1.11]	K16150	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_131_12	A0A2T2U7F5_9BACT	Exosortase/archaeosortase family protein	No_Match	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase [EC:2.1.1.324]	K13330	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_131_13	A0A2T2UTT3_9BACT	Glycosyl transferase	No_Match	(heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]	K12984	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_144_6	D5H6X7_SALRM	Ser/Thr protein phosphatase superfamily	K03269	* UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	K03269	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_160_2	A0A2T2R0C3_9BACT	Uncharacterized protein	No_Match	* GlcNAc-P-P-Und epimerase [EC:5.1.3.26]	K19997	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0083_160_3	Q2S4V9_SALRD	NAD dependent epimerase/dehydratase family protein	No_Match	* UDP-glucuronate 4-epimerase [EC:5.1.3.6]	K08679	Y1055_METJA	Uncharacterized protein MJ1055;	K08679
S_ruber_randomG_0084_1_72	K9QTE4_NOSS7	DNA/RNA helicase, superfamily II	No_Match	DNA repair protein RadD	K19789	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_1_73	No_Match	Hypothetical Gene	No_Match	DNA sulfur modification protein DndB	K19169	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_2_57	D5H8I9_SALRM	D-aminoacid oxidase	K03153	* glycine oxidase [EC:1.4.3.19]	K03153	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_3_78	D5HD58_SALRM	Cation efflux system protein czcA	K15726	* cobalt-zinc-cadmium resistance protein CzcA	K15726	CZCA_ALCSC	Cation efflux system protein CzcA;	No_Match
S_ruber_randomG_0084_4_3	Q2S640_SALRD	ATPase, histidine kinase-, DNA gyrase B-, and HSP90-like domain protein	No_Match	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_9	No_Match	Hypothetical Gene	No_Match	* two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]	K08082	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_14	Q2RYL2_SALRD	Site-specific recombinase, phage integrase family, truncation	K04763	integrase/recombinase XerD	K04763	XERD_YERPE	Tyrosine recombinase XerD	K04763
S_ruber_randomG_0084_4_17	No_Match	Hypothetical Gene	No_Match	uncharacterized protein	K06882	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_19	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_20	A0A1F4QZA7_9BACT	Potassium channel protein	No_Match	potassium voltage-gated channel Shaker-related subfamily A member 1	K04874	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_23	A0A496Z170_9DELT	Uncharacterized protein	No_Match	metacaspase-1 [EC:3.4.22.-]	K22684	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_25	No_Match	Hypothetical Gene	No_Match	metacaspase-1 [EC:3.4.22.-]	K22684	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_26	No_Match	Hypothetical Gene	No_Match	integrin alpha FG-GAP repeat containing protein 1	K17257	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_27	A0A2T2T6D1_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_28	No_Match	Hypothetical Gene	No_Match	copper resistance protein C	K07156	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_29	A0A2P6BXA3_9BACT	Uncharacterized protein	No_Match	torsin-1A-interacting protein	K23001	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_30	A0A2P6BXB1_9BACT	Uncharacterized protein	No_Match	uncharacterized protein	K06872	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_31	A0A2P6BXB4_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_48	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_50	No_Match	Hypothetical Gene	No_Match	uncharacterized protein	K06872	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_4_51	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_5_32	D5HBM6_SALRM	Lipid A export ATP-binding/permease protein msbA	K11085	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	K11085	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_13	A0A349BNQ1_9BACT	DUF3368 domain-containing protein	No_Match	* uncharacterized protein	K07066	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_15	D5H568_SALRM	Glycosyl transferase, family 2	No_Match	succinoglycan biosynthesis protein ExoM [EC:2.4.-.-]	K16556	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_17	A0A2K2ZUW1_9CHRO	Uncharacterized protein	No_Match	colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]	K16703	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_18	No_Match	Hypothetical Gene	No_Match	[heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]	K08104	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_19	D5H573_SALRM	Glycosyl transferase, family 2	No_Match	alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]	K12988	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_23	No_Match	Hypothetical Gene	No_Match	UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	K03275	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_24	No_Match	Hypothetical Gene	No_Match	PTS system, sucrose-specific IIB component [EC:2.7.1.211]	K02809	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_27	A0A2T2SCQ3_9BACT	Uncharacterized protein	No_Match	O-antigen ligase [EC:2.4.1.-]	K02847	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_29	A0A2T2SCA7_9BACT	Mutator family transposase	No_Match	* putative transposase	K07493	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_31	A0A2H3P697_9BACT	Glycosyl transferase family 2	No_Match	(heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]	K12984	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_32	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_34	D5H584_SALRM	Glycosyl transferase, family 2	No_Match	(heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]	K12984	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_37	No_Match	Hypothetical Gene	No_Match	HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	K06023	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_38	D5H531_SALRM	Asparagine synthetase B [glutamine-hydrolyzing]	K01953	* asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	K01953	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_40	No_Match	Hypothetical Gene	No_Match	putative transposase	K07492	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_42	Q2S4N0_SALRD	ISSru3, transposase insB	No_Match	* insertion element IS1 protein InsB	K07480	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_43	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_7_44	D5H589_SALRM	ABC transporter, ATP-binding/permease protein	K06147	ATP-binding cassette, subfamily B, bacterial NisT	K20485	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_14_10	Q2S3G3_SALRD	GHMP kinases putative ATP-binding protein	K06982	* pantoate kinase [EC:2.7.1.169]	K06982	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_14_14	D5H892_SALRM	Holliday junction ATP-dependent DNA helicase RuvB	K03551	* holliday junction DNA helicase RuvB [EC:3.6.4.12]	K03551	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_19_11	A0A0K0XU50_9GAMM	Putative peptidase	No_Match	lysostaphin [EC:3.4.24.75]	K08259	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_19_12	W4M7U9_9BACT	Uncharacterized protein	No_Match	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	K07009	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_19_13	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_6	A0A2T2U1B3_9BACT	ISAs1 family transposase	No_Match	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.290]	K15914	YNCI_ECOLI	Putative transposase YncI;	No_Match
S_ruber_randomG_0084_20_8	No_Match	Hypothetical Gene	No_Match	* transposase	K07488	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_10	A0A1G3CFF7_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_33	A0A2A8D0S7_9BACT	Uncharacterized protein	No_Match	colanic acid biosynthesis glycosyl transferase WcaI	K03208	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_34	No_Match	Hypothetical Gene	No_Match	colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]	K16703	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_35	No_Match	Hypothetical Gene	No_Match	plasmin and fibronectin-binding protein A	K13925	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_36	A0A1H5IJ46_9PSED	Glycosyltransferase involved in cell wall bisynthesis	No_Match	glycosyltransferase [EC:2.4.1.-]	K13002	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_37	No_Match	Hypothetical Gene	No_Match	O-antigen ligase [EC:2.4.1.-]	K02847	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_38	A0A2T2T0Q3_9BACT	IS200/IS605 family transposase	No_Match	* putative transposase	K07491	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_40	A0A1Z4N8V6_9CYAN	Group 1 glycosyl transferase	No_Match	L-malate glycosyltransferase [EC:2.4.1.-]	K00754	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_41	No_Match	Hypothetical Gene	No_Match	sulfotransferase	K13472	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_42	No_Match	Hypothetical Gene	No_Match	* colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]	K16703	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_43	A0A2T2UWP5_9BACT	ABC transporter ATP-binding protein	No_Match	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	K11085	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_20_45	A0A2T2UWL1_9BACT	Chain-length determining protein	No_Match	tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]	K16692	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_23_27	V4GTF8_9EURY	Type I restriction-modification enzyme, S subunit	No_Match	* type I restriction enzyme, S subunit [EC:3.1.21.3]	K01154	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_24_13	D5H533_SALRM	Transposase	No_Match	* putative transposase	K07492	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_24_14	No_Match	Hypothetical Gene	No_Match	uncharacterized protein	K09945	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_30_1	D5HCF0_SALRM	Aerotolerance-related exported protein	No_Match	SH3 domain protein	K07184	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_33_16	A0A2T2T5B4_9BACT	Uncharacterized protein	No_Match	* putative transposase	K07495	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_35_4	D5HAU2_SALRM	Uncharacterized protein	No_Match	two-component system, sensor histidine kinase [EC:2.7.13.3]	K20975	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_35_17	A0A3M1FRY1_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_48_1	D5H5I7_SALRM	Peptidase, S41 family	No_Match	uncharacterized protein involved in response to NO	K07234	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_50_15	A0A2T2SFK1_9BACT	Group II intron reverse transcriptase/maturase	No_Match	* RNA-directed DNA polymerase [EC:2.7.7.49]	K00986	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_53_1	A0A3M1CK86_9DELT	Protease Lon-related BREX system protein BrxL	No_Match	ATP-dependent Lon protease [EC:3.4.21.53]	K01338	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_53_2	A0A1I0LXQ9_9ACTN	PglZ domain-containing protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_53_3	A0A2W6ZRL4_9CYAN	Uncharacterized protein	No_Match	type I restriction enzyme M protein [EC:2.1.1.72]	K03427	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_53_4	A0A1I0LW35_9ACTN	Uncharacterized protein	No_Match	laminin, gamma 1	K05635	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_53_5	A0A3M1CNP6_9DELT	DUF1788 domain-containing protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_53_6	A0A1E4BCV0_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_53_7	A0A2K8UAL9_9GAMM	Uncharacterized protein	No_Match	putative ABC transport system substrate-binding protein	K01989	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_53_11	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_54_4	Q2RYL8_SALRD	Cellulose 1,4-beta-cellobiosidase-like protein	No_Match	uncharacterized protein	K06882	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_54_5	No_Match	Hypothetical Gene	No_Match	uncharacterized protein	K06882	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_54_6	No_Match	Hypothetical Gene	No_Match	hydrocephalus-inducing protein	K17570	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_56_17	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_57_16	Q2S193_SALRD	Uncharacterized protein	No_Match	lysyl endopeptidase [EC:3.4.21.50]	K01337	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_59_1	No_Match	Hypothetical Gene	No_Match	major curlin subunit	K04334	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_59_5	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_61_1	No_Match	Hypothetical Gene	No_Match	adipogenesis regulatory factor	K21408	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_61_20	Q2S5Z5_SALRD	Uncharacterized protein	No_Match	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	K00374	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_64_14	D5HCK8_SALRM	Uncharacterized protein	No_Match	negative regulator of flagellin synthesis FlgM	K02398	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_64_15	Q2RZA8_SALRD	Uncharacterized protein	No_Match	* flagellar protein FliT	K02423	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_64_16	Q2RZA7_SALRD	Flagellar hook-associated protein 2	K02407	* flagellar hook-associated protein 2	K02407	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_64_18	Q2RZA5_SALRD	Sensory box sensor histidine kinase/response regulator	No_Match	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_64_19	Q2RZA4_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_64_20	D5HCL4_SALRM	Aryl sulfotransferase	No_Match	aryl sulfotransferase [EC:2.8.2.1]	K01014	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_65_2	A0A2P6C0T3_9BACT	Penicillin-binding protein 1C	No_Match	* penicillin-binding protein 1C [EC:2.4.1.129]	K05367	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_68_14	Q2S4B3_SALRD	Probable chemotaxis transducer, putative	No_Match	twitching motility protein PilJ	K02660	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_74_2	D5H4B5_SALRM	Putative nuclease	No_Match	* micrococcal nuclease [EC:3.1.31.1]	K01174	YFI3_ECO57	Uncharacterized endonuclease;	No_Match
S_ruber_randomG_0084_75_3	D6CVZ8_SALRM	Uncharacterized protein	No_Match	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_75_4	A0A2T2T9L9_9BACT	Uncharacterized protein	No_Match	two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	K07679	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_77_8	D5H693_SALRM	Transposase	No_Match	* putative transposase	K07496	YSNA_STRPR	Putative transposase in snaA-snaB intergenic region;	No_Match
S_ruber_randomG_0084_78_12	No_Match	Hypothetical Gene	No_Match	uncharacterized protein	K06933	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_82_16	A0A2T2S8Q8_9BACT	Polysaccharide biosynthesis protein	No_Match	perosamine synthetase [EC:2.6.1.102]	K13010	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_84_17	A0A2T2TI84_9BACT	Uncharacterized protein	No_Match	cytoskeleton protein RodZ	K15539	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_91_1	Q2S5L2_SALRD	N-acetylglucosamine kinase, putative	No_Match	glucosamine kinase [EC:2.7.1.8]	K18676	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_99_7	D5H5V6_SALRM	Phospholipase, patatin family	K07001	* NTE family protein	K07001	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_102_1	No_Match	Hypothetical Gene	No_Match	DNA sulfur modification protein DndD	K19171	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_102_2	No_Match	Hypothetical Gene	No_Match	trimeric autotransporter adhesin	K21449	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_102_4	A0A2T2UVB0_9BACT	Mutator family transposase	No_Match	* putative transposase	K07493	TRA5_RHIME	Transposase for insertion sequence element ISRM5;	K07493
S_ruber_randomG_0084_102_5	D6CW26_SALRM	Mutator family transposase	No_Match	* putative transposase	K07493	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_102_7	No_Match	Hypothetical Gene	No_Match	phospholipase DDHD1 [EC:3.1.1.-]	K13619	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_102_13	Q2S640_SALRD	ATPase, histidine kinase-, DNA gyrase B-, and HSP90-like domain protein	No_Match	two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]	K07716	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_118_10	Q2S2C0_SALRD	DNA polymerase IV	K02346	* DNA polymerase IV [EC:2.7.7.7]	K02346	DPO4_CLOP1	DNA polymerase IV	K02346
S_ruber_randomG_0084_121_1	Q2RZ89_SALRD	Flagellar basal-body rod protein	K02392	flagellar basal-body rod protein FlgG	K02392	FLHO_BACSU	Flagellar hook-basal body complex protein FlhO;	K02392
S_ruber_randomG_0084_121_8	Q2RZ96_SALRD	Flagellar hook-associated protein 1	K02396	* flagellar hook-associated protein 1 FlgK	K02396	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_121_11	D5HCM0_SALRM	Aryl sulfotransferase	No_Match	estrone sulfotransferase [EC:2.8.2.4]	K01016	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_121_12	A0A3M2FWS3_9BACT	Flagellin	No_Match	* flagellin	K02406	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_124_7	Q2S493_SALRD	ISSru4, transposase	No_Match	nuclease HARBI1 [EC:3.1.-.-]	K23222	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_135_1	D6CVZ5_SALRM	Uncharacterized protein	No_Match	two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]	K07716	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_135_2	No_Match	Hypothetical Gene	No_Match	two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	K02484	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_135_3	No_Match	Hypothetical Gene	No_Match	two-component system, chemotaxis family, chemotaxis protein CheY	K03413	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_135_4	A0A2T2TRG5_9BACT	ATPase	No_Match	two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	K02484	AFSQ2_STRCO	Signal transduction histidine-protein kinase AfsQ2;	K07654
S_ruber_randomG_0084_141_2	D6CVZ9_SALRM	Phage integrase family	No_Match	integrase/recombinase XerD	K04763	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_178_5	D5HAG0_SALRM	Uncharacterized protein	K16087	hemoglobin/transferrin/lactoferrin receptor protein	K16087	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_192_2	A0A1V6DCM9_9BACT	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_192_5	D5H7J1_SALRM	Integrase	No_Match	integrase/recombinase XerD	K04763	INT2_SALTI	Integrase/recombinase;	No_Match
S_ruber_randomG_0084_204_1	No_Match	Hypothetical Gene	No_Match	integrin alpha FG-GAP repeat containing protein 1	K17257	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_210_2	D5H4R0_SALRM	HTR-like protein	No_Match	two-component system, sporulation sensor kinase A [EC:2.7.13.3]	K02491	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0084_235_1	A0A2Z5X5S9_9CYAN	Transposase, IS4 family	No_Match	transposase, IS5 family	K07481	No_Match	Hypothetical Gene	No_Match
